skmodel,average_probs,std_probs,train_sr_all,train_sr_0,train_sr_1,train_air_1,pred_sr_all,pred_sr_0,pred_sr_1,pred_air_1,accuracy,bal_accuracy,gt_accuracy,gt_bal_accuracy,gt_sr_0,gt_sr_1,gt_sr_all,accuracy_p0,accuracy_p1,gt_accuracy_p0,gt_accuracy_p1,gt_train_cm_all,gt_train_cm_p0,gt_train_cm_p1,cm_p0,cm_p1,cm_p0_gt,cm_p1_gt,experiment_name,dataset_name,study,timestamp,sample_size,class_sep,flip_percentage,cm_p0_gt_tn,cm_p0_gt_fp,cm_p0_gt_fn,cm_p0_gt_tp,cm_p1_gt_tn,cm_p1_gt_fp,cm_p1_gt_fn,cm_p1_gt_tp,cm_p0_tn,cm_p0_fp,cm_p0_fn,cm_p0_tp,cm_p1_tn,cm_p1_fp,cm_p1_fn,cm_p1_tp,gt_train_cm_all_tn,gt_train_cm_all_fp,gt_train_cm_all_fn,gt_train_cm_all_tp,gt_train_cm_p0_tn,gt_train_cm_p0_fp,gt_train_cm_p0_fn,gt_train_cm_p0_tp,gt_train_cm_p1_tn,gt_train_cm_p1_fp,gt_train_cm_p1_fn,gt_train_cm_p1_tp,data_group,train_spd_1,train_eod_1,pred_spd_p1,pred_eod_p1,fair_index
KNeighborsClassifier,0.7322,0.1418,0.5929,0.604,0.5201,0.8611,0.6892,0.7077,0.5688,0.8037,0.6516666666666666,0.6178397139800099,0.6516666666666666,0.6178397139800099,0.6192,0.4938,0.6025,0.6106091975657193,0.6383809970307861,0.6106091975657193,0.6383809970307861,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[170 226]
 [134 510]]","[[46 35]
 [23 56]]","[[170 226]
 [134 510]]","[[46 35]
 [23 56]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:05.762174,4000,1.0,0.0,170,226,134,510,46,35,23,56,170,226,134,510,46.0,35.0,23.0,56.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.08306470634483842,-0.13890000000000002,-0.08306470634483842,-0.11098235317241922
QuadraticDiscriminantAnalysis,0.9992,0.0148,0.5929,0.604,0.5201,0.8611,0.9725,0.976,0.95,0.9734,0.6083333333333333,0.5119740424680532,0.6083333333333333,0.5119740424680532,0.6192,0.4938,0.6025,0.5050583474496518,0.5493827160493827,0.5050583474496518,0.5493827160493827,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[ 12 384]
 [ 13 631]]","[[ 8 73]
 [ 0 79]]","[[ 12 384]
 [ 13 631]]","[[ 8 73]
 [ 0 79]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:05.935780,4000,1.0,0.0,12,384,13,631,8,73,0,79,12,384,13,631,8.0,73.0,0.0,79.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,0.02018633540372672,-0.026000000000000023,0.02018633540372672,-0.0029068322981366523
GaussianNB,0.9111,0.0638,0.5929,0.604,0.5201,0.8611,0.7892,0.8163,0.6125,0.7503,0.7083333333333334,0.6555929608462294,0.7083333333333334,0.6555929608462294,0.6192,0.4938,0.6025,0.6351323796975971,0.7451945616502579,0.6351323796975971,0.7451945616502579,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[139 257]
 [ 52 592]]","[[51 30]
 [11 68]]","[[139 257]
 [ 52 592]]","[[51 30]
 [11 68]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:06.002775,4000,1.0,0.0,139,257,52,592,51,30,11,68,139,257,52,592,51.0,30.0,11.0,68.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.058495164714207015,-0.20379999999999998,-0.058495164714207015,-0.1311475823571035
XGBClassifier,0.7768999934196472,0.1448999941349029,0.5929,0.604,0.5201,0.8611,0.6925,0.7106,0.575,0.8092,0.7183333333333334,0.6867176422488408,0.7183333333333334,0.6867176422488408,0.6192,0.4938,0.6025,0.6700310559006211,0.7697296452570714,0.6700310559006211,0.7697296452570714,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[198 198]
 [103 541]]","[[56 25]
 [12 67]]","[[198 198]
 [103 541]]","[[56 25]
 [12 67]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:06.296141,4000,1.0,0.0,198,198,103,541,56,25,12,67,198,198,103,541,56.0,25.0,12.0,67.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,0.008039154021542538,-0.13560000000000005,0.008039154021542538,-0.06378042298922876
RandomForestClassifier,0.7261,0.1377,0.5946,0.6148,0.4638,0.7545,0.6767,0.699,0.5312,0.76,0.6691666666666667,0.6457242855802501,0.6758333333333333,0.6507885516520606,0.5942,0.5062,0.5825,0.6375672939769015,0.6665092111478508,0.6375672939769015,0.7121425222691045,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[196 226]
 [117 501]]","[[54 33]
 [21 52]]","[[196 226]
 [117 501]]","[[54 25]
 [21 60]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:06.452172,4000,1.0,0.1,196,226,117,501,54,25,21,60,196,226,117,501,54.0,33.0,21.0,52.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.09835084452719778,-0.16779999999999995,-0.09835084452719778,-0.13307542226359886
LogisticRegression,0.6979,0.0643,0.5946,0.6148,0.4638,0.7545,0.7917,0.8125,0.6562,0.8077,0.6825,0.6415192241533725,0.6891666666666667,0.6449889919731353,0.5942,0.5062,0.5825,0.6273600822098498,0.7027239804755157,0.6273600822098498,0.7355836849507735,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[143 279]
 [ 52 566]]","[[46 41]
 [ 9 64]]","[[143 279]
 [ 52 566]]","[[46 33]
 [ 9 72]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:06.545684,4000,1.0,0.1,143,279,52,566,46,33,9,72,143,279,52,566,46.0,41.0,9.0,64.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.03914527641087029,-0.1563,-0.03914527641087029,-0.09772263820543514
SVC,0.5921,0.131,0.5946,0.6148,0.4638,0.7545,1.0,1.0,1.0,1.0,0.5758333333333333,0.5,0.5825,0.5,0.5942,0.5062,0.5825,0.5,0.5,0.5,0.5,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[  0 422]
 [  0 618]]","[[ 0 87]
 [ 0 73]]","[[  0 422]
 [  0 618]]","[[ 0 79]
 [ 0 81]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:06.922956,4000,1.0,0.1,0,422,0,618,0,79,0,81,0,422,0,618,0.0,87.0,0.0,73.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,0.0,0.0,0.0,0.0
LinearDiscriminantAnalysis,0.7202,0.0911,0.5946,0.6148,0.4638,0.7545,0.7925,0.8125,0.6625,0.8154,0.6783333333333333,0.6371250913371185,0.685,0.6405643648325666,0.5942,0.5062,0.5825,0.6233722909860581,0.696976854038734,0.6233722909860581,0.7292545710267229,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[141 281]
 [ 54 564]]","[[45 42]
 [ 9 64]]","[[141 281]
 [ 54 564]]","[[45 34]
 [ 9 72]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:07.044239,4000,1.0,0.1,141,281,54,564,45,34,9,72,141,281,54,564,45.0,42.0,9.0,64.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.03590903045617777,-0.15000000000000002,-0.03590903045617777,-0.0929545152280889
GradientBoostingClassifier,0.7152,0.1072,0.5946,0.6148,0.4638,0.7545,0.7775,0.8019,0.6188,0.7716,0.6966666666666667,0.6582186347624097,0.7033333333333334,0.6619550598374067,0.5942,0.5062,0.5825,0.6503627356247795,0.6742245315698315,0.6503627356247795,0.71104860134396,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[159 263]
 [ 47 571]]","[[47 40]
 [14 59]]","[[159 263]
 [ 47 571]]","[[47 32]
 [14 67]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:07.660773,4000,1.0,0.1,159,263,47,571,47,32,14,67,159,263,47,571,47.0,40.0,14.0,59.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.11572904198253309,-0.18309999999999993,-0.11572904198253309,-0.1494145209912665
MLPClassifier,0.9978,0.0228,0.5946,0.6148,0.4638,0.7545,0.7883,0.8106,0.6438,0.7942,0.6858333333333333,0.6454484972378518,0.6925,0.6489810079411992,0.5942,0.5062,0.5825,0.6297297504562953,0.7142182333490789,0.6297297504562953,0.7482419127988749,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[145 277]
 [ 52 566]]","[[48 39]
 [ 9 64]]","[[145 277]
 [ 52 566]]","[[48 31]
 [ 9 72]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:08.520016,4000,1.0,0.1,145,277,52,566,48,31,9,72,145,277,52,566,48.0,39.0,9.0,64.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.03914527641087029,-0.16679999999999995,-0.03914527641087029,-0.10297263820543512
KNeighborsClassifier,0.7413,0.1451,0.5946,0.6148,0.4638,0.7545,0.7,0.7163,0.5938,0.8289,0.6325,0.6045721158083583,0.6375,0.6074246357071265,0.5942,0.5062,0.5825,0.6042769060875166,0.5838450637694851,0.6042769060875166,0.6113455227379279,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[172 250]
 [123 495]]","[[42 45]
 [23 50]]","[[172 250]
 [123 495]]","[[41 38]
 [24 57]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:08.615924,4000,1.0,0.1,172,250,123,495,41,38,24,57,172,250,123,495,42.0,45.0,23.0,50.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.11603936693709271,-0.12250000000000005,-0.11603936693709271,-0.11926968346854638
QuadraticDiscriminantAnalysis,0.973,0.0843,0.5946,0.6148,0.4638,0.7545,0.7675,0.7875,0.6375,0.8095,0.68,0.6427119376547755,0.685,0.6448048109789005,0.5942,0.5062,0.5825,0.6322451264589948,0.6821760352700362,0.6322451264589948,0.7045632130020316,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[156 266]
 [ 65 553]]","[[46 41]
 [12 61]]","[[156 266]
 [ 65 553]]","[[45 34]
 [13 68]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:08.793957,4000,1.0,0.1,156,266,65,553,45,34,13,68,156,266,65,553,46.0,41.0,12.0,61.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.05920556811632749,-0.15000000000000002,-0.05920556811632749,-0.10460278405816376
GaussianNB,0.9162,0.0604,0.5946,0.6148,0.4638,0.7545,0.7825,0.8058,0.6312,0.7834,0.6833333333333333,0.6437951887728556,0.69,0.6474004780139292,0.5942,0.5062,0.5825,0.6276783386248255,0.7131160447173673,0.6276783386248255,0.7483981872167527,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[146 276]
 [ 56 562]]","[[49 38]
 [10 63]]","[[146 276]
 [ 56 562]]","[[49 30]
 [10 71]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:08.837494,4000,1.0,0.1,146,276,56,562,49,30,10,71,146,276,56,562,49.0,38.0,10.0,63.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.04637141463847139,-0.17459999999999998,-0.04637141463847139,-0.11048570731923568
XGBClassifier,0.7857999801635742,0.1447000056505203,0.5946,0.6148,0.4638,0.7545,0.6775,0.7029,0.5125,0.7291,0.69,0.6669187618525017,0.695,0.6703502865513609,0.5942,0.5062,0.5825,0.6567547048267611,0.6963470319634704,0.6567547048267611,0.7311298640412565,"[[1116    0]
 [  19 1665]]","[[ 935    0]
 [   0 1492]]","[[181   0]
 [ 19 173]]","[[204 218]
 [105 513]]","[[58 29]
 [20 53]]","[[204 218]
 [105 513]]","[[57 22]
 [21 60]]",fair_ftu,sample_4000_sep_1_flipped_0.1.csv,study_adult,2025-09-21T11:36:09.131523,4000,1.0,0.1,204,218,105,513,57,22,21,60,204,218,105,513,58.0,29.0,20.0,53.0,1116,0,19,1665,935.0,0.0,0.0,1492.0,181,0,19,173,1.0,-0.15100000000000002,-0.10406969011836675,-0.1904,-0.10406969011836675,-0.14723484505918338
RandomForestClassifier,0.721,0.1392,0.5832,0.6086,0.4182,0.6872,0.6592,0.6875,0.475,0.6909,0.6841666666666667,0.6628694581280788,0.6875,0.6638258120149468,0.6087,0.4812,0.5917,0.659074412628915,0.6318933071510391,0.659074412628915,0.6555312157721795,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[206 201]
 [119 514]]","[[61 36]
 [23 40]]","[[206 201]
 [119 514]]","[[56 27]
 [28 49]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:09.283548,4000,1.0,0.2,206,201,119,514,56,27,28,49,206,201,119,514,61.0,36.0,23.0,40.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.17708568419468895,-0.21250000000000002,-0.17708568419468895,-0.1947928420973445
LogisticRegression,0.6907,0.0663,0.5832,0.6086,0.4182,0.6872,0.8033,0.8269,0.65,0.786,0.6783333333333333,0.6332101806239737,0.6866666666666666,0.6356136820925553,0.6087,0.4812,0.5917,0.6262658608630173,0.631566028473245,0.6262658608630173,0.6621029572836802,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[133 274]
 [ 47 586]]","[[44 53]
 [12 51]]","[[133 274]
 [ 47 586]]","[[42 41]
 [14 63]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:09.379071,4000,1.0,0.2,133,274,47,586,42,41,14,63,133,274,47,586,44.0,53.0,12.0,51.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.11622658542089825,-0.17689999999999995,-0.11622658542089825,-0.1465632927104491
SVC,0.5982,0.0357,0.5832,0.6086,0.4182,0.6872,0.92,0.925,0.8875,0.9595,0.5733333333333334,0.5062944718117132,0.5833333333333334,0.5065536073584364,0.6087,0.4812,0.5917,0.5070139074878411,0.4880543282605138,0.5070139074878411,0.495775309028321,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[ 34 373]
 [ 44 589]]","[[10 87]
 [ 8 55]]","[[ 34 373]
 [ 44 589]]","[[ 9 74]
 [ 9 68]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:09.609124,4000,1.0,0.2,34,373,44,589,9,74,9,68,34,373,44,589,10.0,87.0,8.0,55.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.0574738584217257,-0.03750000000000009,-0.0574738584217257,-0.047486929210862894
LinearDiscriminantAnalysis,0.7053,0.096,0.5832,0.6086,0.4182,0.6872,0.7858,0.8135,0.6062,0.7453,0.6875,0.6454912424740011,0.6958333333333333,0.6484190859442369,0.6087,0.4812,0.5917,0.6353913154861022,0.6545573555882833,0.6353913154861022,0.6917540291034268,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[143 264]
 [ 51 582]]","[[50 47]
 [13 50]]","[[143 264]
 [ 51 582]]","[[48 35]
 [15 62]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:09.742190,4000,1.0,0.2,143,264,51,582,48,35,15,62,143,264,51,582,50.0,47.0,13.0,50.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.12578048597005942,-0.20730000000000004,-0.12578048597005942,-0.16654024298502973
GradientBoostingClassifier,0.703,0.1112,0.5832,0.6086,0.4182,0.6872,0.7717,0.8058,0.55,0.6826,0.7216666666666667,0.6828817733990148,0.7266666666666667,0.6830123598735269,0.6087,0.4812,0.5917,0.6694400130419088,0.700949108165603,0.6694400130419088,0.7209356908152089,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[163 244]
 [ 39 594]]","[[59 38]
 [13 50]]","[[163 244]
 [ 39 594]]","[[55 28]
 [17 60]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:10.356811,4000,1.0,0.2,163,244,39,594,55,28,17,60,163,244,39,594,59.0,38.0,13.0,50.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.14473783194162348,-0.2557999999999999,-0.14473783194162348,-0.2002689159708117
MLPClassifier,0.9996,0.0092,0.5832,0.6086,0.4182,0.6872,0.9267,0.9394,0.8438,0.8982,0.6266666666666667,0.5599343185550082,0.6366666666666667,0.5604771486059212,0.6087,0.4812,0.5917,0.5511564990237976,0.5895925380461463,0.5511564990237976,0.6005319981223596,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[ 50 357]
 [ 13 620]]","[[22 75]
 [ 3 60]]","[[ 50 357]
 [ 13 620]]","[[21 62]
 [ 4 73]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:11.388668,4000,1.0,0.2,50,357,13,620,21,62,4,73,50,357,13,620,22.0,75.0,3.0,60.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.02708192281652,-0.09560000000000002,-0.02708192281652,-0.06134096140826001
KNeighborsClassifier,0.7398,0.1489,0.5832,0.6086,0.4182,0.6872,0.685,0.7,0.5875,0.8393,0.6216666666666667,0.5944854953475643,0.6266666666666667,0.5959758551307847,0.6087,0.4812,0.5917,0.5906257399148395,0.5914743904434626,0.5906257399148395,0.6096854952276639,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[167 240]
 [145 488]]","[[47 50]
 [19 44]]","[[167 240]
 [145 488]]","[[43 40]
 [23 54]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:11.527759,4000,1.0,0.2,167,240,145,488,43,40,23,54,167,240,145,488,47.0,50.0,19.0,44.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.07251937109757023,-0.11249999999999993,-0.07251937109757023,-0.09250968554878508
QuadraticDiscriminantAnalysis,0.9742,0.081,0.5832,0.6086,0.4182,0.6872,0.7633,0.7846,0.625,0.7966,0.675,0.6363574165298304,0.6833333333333333,0.6397528025294625,0.6087,0.4812,0.5917,0.6359153207494439,0.5998199967272132,0.6359153207494439,0.6361289313096542,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[155 252]
 [ 69 564]]","[[44 53]
 [16 47]]","[[155 252]
 [ 69 564]]","[[42 41]
 [18 59]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:11.723868,4000,1.0,0.2,155,252,69,564,42,41,18,59,155,252,69,564,44.0,53.0,16.0,47.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.14496351463176105,-0.15959999999999996,-0.14496351463176105,-0.1522817573158805
GaussianNB,0.9103,0.0613,0.5832,0.6086,0.4182,0.6872,0.7975,0.824,0.625,0.7585,0.6791666666666667,0.6350232621784346,0.6875,0.6375826386892786,0.6087,0.4812,0.5917,0.6279329739045378,0.6260022909507446,0.6279329739045378,0.6611641370677516,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[135 272]
 [ 48 585]]","[[46 51]
 [14 49]]","[[135 272]
 [ 48 585]]","[[44 39]
 [16 61]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:11.778040,4000,1.0,0.2,135,272,48,585,44,39,16,61,135,272,48,585,46.0,51.0,14.0,49.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.14639283833596628,-0.19899999999999995,-0.14639283833596628,-0.17269641916798312
XGBClassifier,0.7731999754905701,0.1450999975204467,0.5832,0.6086,0.4182,0.6872,0.6908,0.7202,0.5,0.6943,0.6991666666666667,0.6730637657361795,0.7058333333333333,0.6767893072722047,0.6087,0.4812,0.5917,0.6697835276034328,0.6374570446735395,0.6697835276034328,0.6815052417462055,"[[1127    0]
 [  40 1633]]","[[ 950    0]
 [   0 1477]]","[[177   0]
 [ 40 156]]","[[198 209]
 [ 93 540]]","[[59 38]
 [21 42]]","[[198 209]
 [ 93 540]]","[[56 27]
 [24 53]]",fair_ftu,sample_4000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:36:12.069556,4000,1.0,0.2,198,209,93,540,56,27,24,53,198,209,93,540,59.0,38.0,21.0,42.0,1127,0,40,1633,950.0,0.0,0.0,1477.0,177,0,40,156,1.0,-0.1904,-0.18641390205371255,-0.22019999999999995,-0.18641390205371255,-0.20330695102685625
RandomForestClassifier,0.7301,0.1406,0.5804,0.6152,0.3539,0.5753,0.6675,0.699,0.4625,0.6616,0.6666666666666666,0.6476017521909447,0.6733333333333333,0.6481748725437597,0.5933,0.5625,0.5892,0.6468269020770832,0.5833333333333333,0.6468269020770832,0.6444444444444444,"[[1124    0]
 [  51 1625]]","[[ 934    0]
 [   0 1493]]","[[190   0]
 [ 51 132]]","[[201 222]
 [112 505]]","[[60 40]
 [26 34]]","[[201 222]
 [112 505]]","[[49 21]
 [37 53]]",fair_ftu,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:36:12.224073,4000,1.0,0.3,201,222,112,505,49,21,37,53,201,222,112,505,60.0,40.0,26.0,34.0,1124,0,51,1625,934.0,0.0,0.0,1493.0,190,0,51,132,1.0,-0.2613,-0.25180983252296063,-0.23649999999999993,-0.25180983252296063,-0.24415491626148028
LogisticRegression,0.6825,0.0601,0.5804,0.6152,0.3539,0.5753,0.8117,0.8279,0.7062,0.8531,0.6658333333333334,0.6279432656162182,0.6841666666666667,0.6328098327074088,0.5933,0.5625,0.5892,0.6279028778770149,0.6016666666666667,0.6279028778770149,0.6579365079365079,"[[1124    0]
 [  51 1625]]","[[ 934    0]
 [   0 1493]]","[[190   0]
 [ 51 132]]","[[137 286]
 [ 42 575]]","[[37 63]
 [10 50]]","[[137 286]
 [ 42 575]]","[[33 37]
 [14 76]]",fair_ftu,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:36:12.317588,4000,1.0,0.3,137,286,42,575,33,37,14,76,137,286,42,575,37.0,63.0,10.0,50.0,1124,0,51,1625,934.0,0.0,0.0,1493.0,190,0,51,132,1.0,-0.2613,-0.09859535386277685,-0.12169999999999992,-0.09859535386277685,-0.11014767693138838
SVC,0.5796,0.0759,0.5804,0.6152,0.3539,0.5753,1.0,1.0,1.0,1.0,0.5641666666666667,0.5,0.5891666666666666,0.5,0.5933,0.5625,0.5892,0.5,0.5,0.5,0.5,"[[1124    0]
 [  51 1625]]","[[ 934    0]
 [   0 1493]]","[[190   0]
 [ 51 132]]","[[  0 423]
 [  0 617]]","[[  0 100]
 [  0  60]]","[[  0 423]
 [  0 617]]","[[ 0 70]
 [ 0 90]]",fair_ftu,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:36:12.586144,4000,1.0,0.3,0,423,0,617,0,70,0,90,0,423,0,617,0.0,100.0,0.0,60.0,1124,0,51,1625,934.0,0.0,0.0,1493.0,190,0,51,132,1.0,-0.2613,0.0,0.0,0.0,0.0
LinearDiscriminantAnalysis,0.7049,0.0943,0.5804,0.6152,0.3539,0.5753,0.7883,0.8077,0.6625,0.8202,0.6691666666666667,0.6343770034823524,0.6875,0.6405504502927836,0.5933,0.5625,0.5892,0.6347939200968615,0.5966666666666667,0.6347939200968615,0.6698412698412699,"[[1124    0]
 [  51 1625]]","[[ 934    0]
 [   0 1493]]","[[190   0]
 [ 51 132]]","[[149 274]
 [ 51 566]]","[[41 59]
 [13 47]]","[[149 274]
 [ 51 566]]","[[37 33]
 [17 73]]",fair_ftu,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:36:12.695316,4000,1.0,0.3,149,274,51,566,37,33,17,73,149,274,51,566,41.0,59.0,13.0,47.0,1124,0,51,1625,934.0,0.0,0.0,1493.0,190,0,51,132,1.0,-0.2613,-0.13400864397622902,-0.1452,-0.13400864397622902,-0.1396043219881145
GradientBoostingClassifier,0.7062,0.1088,0.5804,0.6152,0.3539,0.5753,0.775,0.7942,0.65,0.8184,0.6891666666666667,0.656451672122258,0.7041666666666667,0.6602204555430913,0.5933,0.5625,0.5892,0.6573196010590403,0.62,0.6573196010590403,0.6714285714285715,"[[1124    0]
 [  51 1625]]","[[ 934    0]
 [   0 1493]]","[[190   0]
 [ 51 132]]","[[166 257]
 [ 48 569]]","[[44 56]
 [12 48]]","[[166 257]
 [ 48 569]]","[[38 32]
 [18 72]]",fair_ftu,sample_4000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:36:13.317929,4000,1.0,0.3,166,257,48,569,38,32,18,72,166,257,48,569,44.0,56.0,12.0,48.0,1124,0,51,1625,934.0,0.0,0.0,1493.0,190,0,51,132,1.0,-0.2613,-0.12220421393841163,-0.1442,-0.12220421393841163,-0.1332021069692058
