skmodel,average_probs,std_probs,train_sr_all,train_sr_0,train_sr_1,train_air_1,pred_sr_all,pred_sr_0,pred_sr_1,pred_air_1,accuracy,bal_accuracy,gt_accuracy,gt_bal_accuracy,gt_sr_0,gt_sr_1,gt_sr_all,accuracy_p0,accuracy_p1,gt_accuracy_p0,gt_accuracy_p1,gt_train_cm_all,gt_train_cm_p0,gt_train_cm_p1,cm_p0,cm_p1,cm_p0_gt,cm_p1_gt,experiment_name,dataset_name,study,timestamp,sample_size,class_sep,flip_percentage,cm_p0_gt_tn,cm_p0_gt_fp,cm_p0_gt_fn,cm_p0_gt_tp,cm_p1_gt_tn,cm_p1_gt_fp,cm_p1_gt_fn,cm_p1_gt_tp,cm_p0_tn,cm_p0_fp,cm_p0_fn,cm_p0_tp,cm_p1_tn,cm_p1_fp,cm_p1_fn,cm_p1_tp,gt_train_cm_all_tn,gt_train_cm_all_fp,gt_train_cm_all_fn,gt_train_cm_all_tp,gt_train_cm_p0_tn,gt_train_cm_p0_fp,gt_train_cm_p0_fn,gt_train_cm_p0_tp,gt_train_cm_p1_tn,gt_train_cm_p1_fp,gt_train_cm_p1_fn,gt_train_cm_p1_tp,data_group,train_spd_1,train_eod_1,pred_spd_p1,pred_eod_p1,fair_index
KNeighborsClassifier,0.9493,0.1025,0.099,0.1613,0.0186,0.115,0.0589,0.0868,0.0229,0.2639,0.9488888888888888,0.7661883765170843,0.9488888888888888,0.7671788166067341,0.1578,0.0382,0.1056,0.7675790398126463,0.8243589743589743,0.7675790398126463,0.7653439153439153,"[[1859    0]
 [  33  208]]","[[993   0]
 [  0 191]]","[[866   0]
 [ 33  17]]","[[426   1]
 [ 37  43]]","[[383   7]
 [  1   2]]","[[426   1]
 [ 37  43]]","[[377   1]
 [  7   8]]",fair_ftu,sample_3000_sep_3_flipped_0.7.csv,study_adult,2025-09-21T11:35:58.028061,3000,3.0,0.7,426,1,37,43,377,1,7,8,426,1,37,43,383.0,7.0,1.0,2.0,1859,0,33,208,993.0,0.0,0.0,191.0,866,0,33,17,3.0,-0.1427,0.12916666666666665,-0.0639,0.12916666666666665,0.03263333333333333
QuadraticDiscriminantAnalysis,0.9947,0.0366,0.099,0.1613,0.0186,0.115,0.9222,0.929,0.9135,0.9833,0.17,0.5428396572827417,0.1833333333333333,0.5434782608695652,0.1578,0.0382,0.1056,0.5421545667447307,0.5435897435897435,0.5421545667447307,0.544973544973545,"[[1859    0]
 [  33  208]]","[[993   0]
 [  0 191]]","[[866   0]
 [ 33  17]]","[[ 36 391]
 [  0  80]]","[[ 34 356]
 [  0   3]]","[[ 36 391]
 [  0  80]]","[[ 34 344]
 [  0  15]]",fair_ftu,sample_3000_sep_3_flipped_0.7.csv,study_adult,2025-09-21T11:35:58.145614,3000,3.0,0.7,36,391,0,80,34,344,0,15,36,391,0,80,34.0,356.0,0.0,3.0,1859,0,33,208,993.0,0.0,0.0,191.0,866,0,33,17,3.0,-0.1427,0.0,-0.01550000000000007,0.0,-0.007750000000000035
GaussianNB,0.9939,0.0267,0.099,0.1613,0.0186,0.115,0.0489,0.071,0.0204,0.2867,0.9388888888888888,0.7119715090472047,0.9366666666666666,0.7139261196469435,0.1578,0.0382,0.1056,0.7101580796252928,0.8256410256410256,0.7101580796252928,0.732010582010582,"[[1859    0]
 [  33  208]]","[[993   0]
 [  0 191]]","[[866   0]
 [ 33  17]]","[[425   2]
 [ 46  34]]","[[384   6]
 [  1   2]]","[[425   2]
 [ 46  34]]","[[377   1]
 [  8   7]]",fair_ftu,sample_3000_sep_3_flipped_0.7.csv,study_adult,2025-09-21T11:35:58.194615,3000,3.0,0.7,425,2,46,34,377,1,8,7,425,2,46,34,384.0,6.0,1.0,2.0,1859,0,33,208,993.0,0.0,0.0,191.0,866,0,33,17,3.0,-0.1427,0.24166666666666664,-0.05059999999999999,0.24166666666666664,0.09553333333333333
XGBClassifier,0.9695000052452089,0.0700000002980232,0.099,0.1613,0.0186,0.115,0.0867,0.1321,0.028,0.2118,0.9611111111111112,0.870338145728569,0.9655555555555556,0.8693363844393593,0.1578,0.0382,0.1056,0.8742242388758782,0.8217948717948718,0.8742242388758782,0.832010582010582,"[[1859    0]
 [  33  208]]","[[993   0]
 [  0 191]]","[[866   0]
 [ 33  17]]","[[421   6]
 [ 19  61]]","[[381   9]
 [  1   2]]","[[421   6]
 [ 19  61]]","[[377   1]
 [  5  10]]",fair_ftu,sample_3000_sep_3_flipped_0.7.csv,study_adult,2025-09-21T11:35:58.444179,3000,3.0,0.7,421,6,19,61,377,1,5,10,421,6,19,61,381.0,9.0,1.0,2.0,1859,0,33,208,993.0,0.0,0.0,191.0,866,0,33,17,3.0,-0.1427,-0.09583333333333333,-0.1041,-0.09583333333333333,-0.09996666666666666
RandomForestClassifier,0.946,0.0959,0.0967,0.1613,0.0131,0.0812,0.0711,0.1085,0.0229,0.2111,0.9544444444444444,0.8136616469949803,0.9566666666666668,0.8125649946720417,0.1578,0.0433,0.1078,0.8214871194379392,0.4885204081632653,0.8214871194379392,0.7647058823529411,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[424   3]
 [ 28  52]]","[[383   9]
 [  1   0]]","[[424   3]
 [ 28  52]]","[[376   0]
 [  8   9]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:35:58.576701,3000,3.0,0.8,424,3,28,52,376,0,8,9,424,3,28,52,383.0,9.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.65,-0.0856,-0.65,-0.3678
LogisticRegression,0.9128,0.0767,0.0967,0.1613,0.0131,0.0812,0.0489,0.0769,0.0127,0.1654,0.9455555555555556,0.7309048975715642,0.9388888888888888,0.7210268195298558,0.1578,0.0433,0.1078,0.7363290398126463,0.4936224489795918,0.7363290398126463,0.6470588235294118,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[426   1]
 [ 42  38]]","[[387   5]
 [  1   0]]","[[426   1]
 [ 42  38]]","[[376   0]
 [ 12   5]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:35:58.649706,3000,3.0,0.8,426,1,42,38,376,0,12,5,426,1,42,38,387.0,5.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.475,-0.0642,-0.475,-0.2696
SVC,0.9183,0.1217,0.0967,0.1613,0.0131,0.0812,0.01,0.0178,0.0,0.0,0.92,0.5555555555555556,0.9022222222222224,0.5463917525773196,0.1578,0.0433,0.1078,0.55625,0.5,0.55625,0.5,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[427   0]
 [ 71   9]]","[[392   0]
 [  1   0]]","[[427   0]
 [ 71   9]]","[[376   0]
 [ 17   0]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:35:58.873146,3000,3.0,0.8,427,0,71,9,376,0,17,0,427,0,71,9,392.0,0.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.1125,-0.0178,-0.1125,-0.06515
LinearDiscriminantAnalysis,0.968,0.0804,0.0967,0.1613,0.0131,0.0812,0.0589,0.0927,0.0153,0.1647,0.9466666666666668,0.7593270926604261,0.9377777777777778,0.7385320511997535,0.1578,0.0433,0.1078,0.7640661592505855,0.4923469387755102,0.7640661592505855,0.6149874843554443,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[423   4]
 [ 37  43]]","[[386   6]
 [  1   0]]","[[423   4]
 [ 37  43]]","[[374   2]
 [ 13   4]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:35:58.996157,3000,3.0,0.8,423,4,37,43,374,2,13,4,423,4,37,43,386.0,6.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.5375,-0.07740000000000001,-0.5375,-0.30745
GradientBoostingClassifier,0.9609,0.0623,0.0967,0.1613,0.0131,0.0812,0.0767,0.1144,0.028,0.2447,0.9577777777777776,0.8377425044091711,0.96,0.8325608863668459,0.1578,0.0433,0.1078,0.8476580796252927,0.485969387755102,0.8476580796252927,0.7620463078848561,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[425   2]
 [ 24  56]]","[[381  11]
 [  1   0]]","[[425   2]
 [ 24  56]]","[[374   2]
 [  8   9]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:35:59.658417,3000,3.0,0.8,425,2,24,56,374,2,8,9,425,2,24,56,381.0,11.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.7,-0.0864,-0.7,-0.3932
MLPClassifier,1.0,0.0,0.0967,0.1613,0.0131,0.0812,0.03,0.0434,0.0127,0.2932,0.9288888888888888,0.6327499660832994,0.9222222222222224,0.6391752577319587,0.1578,0.0433,0.1078,0.6375,0.4936224489795918,0.6375,0.6470588235294118,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[427   0]
 [ 58  22]]","[[387   5]
 [  1   0]]","[[427   0]
 [ 58  22]]","[[376   0]
 [ 12   5]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:35:59.993992,3000,3.0,0.8,427,0,58,22,376,0,12,5,427,0,58,22,387.0,5.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.275,-0.0307,-0.275,-0.15285
KNeighborsClassifier,0.9504,0.0984,0.0967,0.1613,0.0131,0.0812,0.0533,0.0769,0.0229,0.2977,0.9433333333333334,0.7352462352462352,0.9455555555555556,0.7474226804123711,0.1578,0.0433,0.1078,0.74375,0.4885204081632653,0.74375,0.7647058823529411,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[427   0]
 [ 41  39]]","[[383   9]
 [  1   0]]","[[427   0]
 [ 41  39]]","[[376   0]
 [  8   9]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:36:00.051505,3000,3.0,0.8,427,0,41,39,376,0,8,9,427,0,41,39,383.0,9.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.4875,-0.05399999999999999,-0.4875,-0.27075
QuadraticDiscriminantAnalysis,1.0,0.0001,0.0967,0.1613,0.0131,0.0812,0.79,0.8107,0.7634,0.9417,0.2933333333333333,0.595034595034595,0.3066666666666666,0.588797165269415,0.1578,0.0433,0.1078,0.5901492974238876,0.6186224489795918,0.5901492974238876,0.5621871088861077,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[ 93 334]
 [  3  77]]","[[ 93 299]
 [  0   1]]","[[ 93 334]
 [  3  77]]","[[ 91 285]
 [  2  15]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:36:00.126015,3000,3.0,0.8,93,334,3,77,91,285,2,15,93,334,3,77,93.0,299.0,0.0,1.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,0.03749999999999998,-0.04730000000000001,0.03749999999999998,-0.0049000000000000155
GaussianNB,0.9917,0.038,0.0967,0.1613,0.0131,0.0812,0.0467,0.069,0.0178,0.258,0.9388888888888888,0.7049925383258717,0.9277777777777778,0.6876083244534028,0.1578,0.0433,0.1078,0.7113290398126464,0.4910714285714285,0.7113290398126464,0.5829161451814768,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[426   1]
 [ 46  34]]","[[385   7]
 [  1   0]]","[[426   1]
 [ 46  34]]","[[372   4]
 [ 14   3]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:36:00.179017,3000,3.0,0.8,426,1,46,34,372,4,14,3,426,1,46,34,385.0,7.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.425,-0.05120000000000001,-0.425,-0.2381
XGBClassifier,0.9747999906539916,0.0683000013232231,0.0967,0.1613,0.0131,0.0812,0.0767,0.1183,0.0229,0.1935,0.9511111111111112,0.8173924840591507,0.9533333333333334,0.8152289738223928,0.1578,0.0433,0.1078,0.8230532786885245,0.4885204081632653,0.8230532786885245,0.7647058823529411,"[[1861    0]
 [  36  203]]","[[993   0]
 [  0 191]]","[[868   0]
 [ 36  12]]","[[420   7]
 [ 27  53]]","[[383   9]
 [  1   0]]","[[420   7]
 [ 27  53]]","[[376   0]
 [  8   9]]",fair_ftu,sample_3000_sep_3_flipped_0.8.csv,study_adult,2025-09-21T11:36:00.453580,3000,3.0,0.8,420,7,27,53,376,0,8,9,420,7,27,53,383.0,9.0,1.0,0.0,1861,0,36,203,993.0,0.0,0.0,191.0,868,0,36,12,3.0,-0.1482,-0.6625,-0.0954,-0.6625,-0.37895
RandomForestClassifier,0.9469,0.0923,0.0962,0.1655,0.0066,0.0396,0.0689,0.1026,0.0254,0.2481,0.9622222222222222,0.8360373019928462,0.9622222222222222,0.823847737711842,0.1479,0.0483,0.1044,0.8388425925925926,0.9885204081632653,0.8388425925925926,0.763157894736842,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[431   1]
 [ 24  51]]","[[383   9]
 [  0   1]]","[[431   1]
 [ 24  51]]","[[374   0]
 [  9  10]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:00.591104,3000,3.0,0.9,431,1,24,51,374,0,9,10,431,1,24,51,383.0,9.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.31999999999999995,-0.07719999999999999,0.31999999999999995,0.12139999999999998
LogisticRegression,0.9218,0.0725,0.0962,0.1655,0.0066,0.0396,0.0411,0.0572,0.0204,0.3559,0.9388888888888888,0.6859351047521717,0.9344444444444444,0.6908690143075867,0.1479,0.0483,0.1044,0.6855092592592593,0.9910714285714286,0.6855092592592593,0.7105263157894737,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[431   1]
 [ 47  28]]","[[385   7]
 [  0   1]]","[[431   1]
 [ 47  28]]","[[374   0]
 [ 11   8]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:00.710625,3000,3.0,0.9,431,1,47,28,374,0,11,8,431,1,47,28,385.0,7.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.6266666666666667,-0.0368,0.6266666666666667,0.2949333333333334
SVC,0.9202,0.1057,0.0962,0.1655,0.0066,0.0396,0.0122,0.0197,0.0025,0.129,0.9277777777777778,0.5723684210526316,0.9077777777777778,0.5585106382978724,0.1479,0.0483,0.1044,0.5666666666666667,1.0,0.5666666666666667,0.5263157894736842,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[432   0]
 [ 65  10]]","[[392   0]
 [  0   1]]","[[432   0]
 [ 65  10]]","[[374   0]
 [ 18   1]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:00.862665,3000,3.0,0.9,432,0,65,10,374,0,18,1,432,0,65,10,392.0,0.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.8666666666666667,-0.0172,0.8666666666666667,0.42473333333333335
LinearDiscriminantAnalysis,0.974,0.0659,0.0962,0.1655,0.0066,0.0396,0.0444,0.0651,0.0178,0.2737,0.9422222222222222,0.7056719468574348,0.9311111111111112,0.6890079721239639,0.1479,0.0483,0.1044,0.7043518518518519,0.9923469387755102,0.7043518518518519,0.6289051505769772,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[430   2]
 [ 44  31]]","[[386   6]
 [  0   1]]","[[430   2]
 [ 44  31]]","[[372   2]
 [ 14   5]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:00.929179,3000,3.0,0.9,430,2,44,31,372,2,14,5,430,2,44,31,386.0,6.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.5866666666666667,-0.04730000000000001,0.5866666666666667,0.26968333333333333
GradientBoostingClassifier,0.9654,0.0554,0.0962,0.1655,0.0066,0.0396,0.0667,0.0986,0.0254,0.258,0.9555555555555556,0.8085079202861523,0.9555555555555556,0.8013304471780793,0.1479,0.0483,0.1044,0.8176851851851852,0.4872448979591837,0.8176851851851852,0.7355052068674359,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[430   2]
 [ 27  48]]","[[382  10]
 [  1   0]]","[[430   2]
 [ 27  48]]","[[373   1]
 [ 10   9]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:01.416397,3000,3.0,0.9,430,2,27,48,373,1,10,9,430,2,27,48,382.0,10.0,1.0,0.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,-0.64,-0.07319999999999999,-0.64,-0.35660000000000003
MLPClassifier,1.0,0.0,0.0962,0.1655,0.0066,0.0396,0.0267,0.0355,0.0153,0.43,0.9311111111111112,0.6219660194174756,0.9222222222222224,0.6276595744680851,0.1479,0.0483,0.1044,0.62,0.9936224489795918,0.62,0.6578947368421053,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[432   0]
 [ 57  18]]","[[387   5]
 [  0   1]]","[[432   0]
 [ 57  18]]","[[374   0]
 [ 13   6]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:02.166182,3000,3.0,0.9,432,0,57,18,374,0,13,6,432,0,57,18,387.0,5.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.76,-0.020199999999999996,0.76,0.3699
KNeighborsClassifier,0.9564,0.0932,0.0962,0.1655,0.0066,0.0396,0.0467,0.0651,0.0229,0.3518,0.9444444444444444,0.718829841594277,0.9422222222222222,0.7234042553191489,0.1479,0.0483,0.1044,0.72,0.9897959183673468,0.72,0.7368421052631579,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[432   0]
 [ 42  33]]","[[384   8]
 [  0   1]]","[[432   0]
 [ 42  33]]","[[374   0]
 [ 10   9]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:02.248734,3000,3.0,0.9,432,0,42,33,374,0,10,9,432,0,42,33,384.0,8.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.56,-0.0422,0.56,0.2589
QuadraticDiscriminantAnalysis,0.9942,0.0387,0.0962,0.1655,0.0066,0.0396,0.9233,0.931,0.9135,0.9812,0.1588888888888888,0.5346831885539091,0.1766666666666666,0.5309249775619027,0.1479,0.0483,0.1044,0.5326851851851852,0.5433673469387755,0.5326851851851852,0.5178018575851393,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[ 34 398]
 [  1  74]]","[[ 34 358]
 [  0   1]]","[[ 34 398]
 [  1  74]]","[[ 33 341]
 [  1  18]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:02.356607,3000,3.0,0.9,34,398,1,74,33,341,1,18,34,398,1,74,34.0,358.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.013333333333333308,-0.01750000000000007,0.013333333333333308,-0.0020833333333333814
GaussianNB,0.9932,0.0408,0.0962,0.1655,0.0066,0.0396,0.0378,0.0493,0.0229,0.4644,0.9311111111111112,0.6518267756770567,0.9222222222222224,0.6511535821762314,0.1479,0.0483,0.1044,0.6510185185185184,0.9897959183673468,0.6510185185185184,0.6538840416549394,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[430   2]
 [ 52  23]]","[[384   8]
 [  0   1]]","[[430   2]
 [ 52  23]]","[[371   3]
 [ 13   6]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:02.419270,3000,3.0,0.9,430,2,52,23,371,3,13,6,430,2,52,23,384.0,8.0,0.0,1.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,0.6933333333333334,-0.026399999999999996,0.6933333333333334,0.3334666666666667
XGBClassifier,0.9699000120162964,0.0763999968767166,0.0962,0.1655,0.0066,0.0396,0.0678,0.1045,0.0204,0.1947,0.9522222222222222,0.8007153806847216,0.95,0.7888311071221161,0.1479,0.0483,0.1044,0.8063888888888889,0.4897959183673469,0.8063888888888889,0.7105263157894737,"[[1858    0]
 [  40  202]]","[[988   0]
 [  0 196]]","[[870   0]
 [ 40   6]]","[[426   6]
 [ 28  47]]","[[384   8]
 [  1   0]]","[[426   6]
 [ 28  47]]","[[374   0]
 [ 11   8]]",fair_ftu,sample_3000_sep_3_flipped_0.9.csv,study_adult,2025-09-21T11:36:02.664845,3000,3.0,0.9,426,6,28,47,374,0,11,8,426,6,28,47,384.0,8.0,1.0,0.0,1858,0,40,202,988.0,0.0,0.0,196.0,870,0,40,6,3.0,-0.1589,-0.6266666666666667,-0.0841,-0.6266666666666667,-0.35538333333333333
RandomForestClassifier,0.7286,0.136,0.5929,0.604,0.5201,0.8611,0.675,0.6923,0.5625,0.8125,0.6858333333333333,0.656536792017885,0.6858333333333333,0.656536792017885,0.6192,0.4938,0.6025,0.6471234079929732,0.6945616502578529,0.6471234079929732,0.6945616502578529,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[194 202]
 [126 518]]","[[51 30]
 [19 60]]","[[194 202]
 [126 518]]","[[51 30]
 [19 60]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:02.827433,4000,1.0,0.0,194,202,126,518,51,30,19,60,194,202,126,518,51.0,30.0,19.0,60.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.04485415520088054,-0.12980000000000003,-0.04485415520088054,-0.08732707760044028
LogisticRegression,0.6884,0.0608,0.5929,0.604,0.5201,0.8611,0.7992,0.8221,0.65,0.7906,0.71,0.6551928112250668,0.71,0.6551928112250668,0.6192,0.4938,0.6025,0.6377517410126106,0.7331614314736677,0.6377517410126106,0.7331614314736677,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[138 258]
 [ 47 597]]","[[47 34]
 [ 9 70]]","[[138 258]
 [ 47 597]]","[[47 34]
 [ 9 70]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:02.919442,4000,1.0,0.0,138,258,47,597,47,34,9,70,138,258,47,597,47.0,34.0,9.0,70.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.04094268417328406,-0.17210000000000003,-0.04094268417328406,-0.10652134208664205
SVC,0.5895,0.1471,0.5929,0.604,0.5201,0.8611,1.0,1.0,1.0,1.0,0.6025,0.5,0.6025,0.5,0.6192,0.4938,0.6025,0.5,0.5,0.5,0.5,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[  0 396]
 [  0 644]]","[[ 0 81]
 [ 0 79]]","[[  0 396]
 [  0 644]]","[[ 0 81]
 [ 0 79]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:03.156206,4000,1.0,0.0,0,396,0,644,0,81,0,79,0,396,0,644,0.0,81.0,0.0,79.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,0.0,0.0,0.0,0.0
LinearDiscriminantAnalysis,0.7133,0.0864,0.5929,0.604,0.5201,0.8611,0.785,0.8048,0.6562,0.8154,0.7158333333333333,0.6643136129161338,0.7158333333333333,0.6643136129161338,0.6192,0.4938,0.6025,0.6502838948491122,0.7269885919674949,0.6502838948491122,0.7269885919674949,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[151 245]
 [ 52 592]]","[[46 35]
 [ 9 70]]","[[151 245]
 [ 52 592]]","[[46 35]
 [ 9 70]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:03.276777,4000,1.0,0.0,151,245,52,592,46,35,9,70,151,245,52,592,46.0,35.0,9.0,70.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.03317870901800457,-0.14859999999999995,-0.03317870901800457,-0.09088935450900226
GradientBoostingClassifier,0.7148,0.1055,0.5929,0.604,0.5201,0.8611,0.7825,0.8077,0.6188,0.7661,0.73,0.6796367337352227,0.73,0.6796367337352227,0.6192,0.4938,0.6025,0.6628082062864671,0.7515236755743084,0.6628082062864671,0.7515236755743084,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[156 240]
 [ 44 600]]","[[51 30]
 [10 69]]","[[156 240]
 [ 44 600]]","[[51 30]
 [10 69]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:03.966903,4000,1.0,0.0,156,240,44,600,51,30,10,69,156,240,44,600,51.0,30.0,10.0,69.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.05825929711455302,-0.18889999999999996,-0.05825929711455302,-0.12357964855727649
MLPClassifier,1.0,0.0,0.5929,0.604,0.5201,0.8611,0.7975,0.8212,0.6438,0.784,0.71,0.65554946632219,0.71,0.65554946632219,0.6192,0.4938,0.6025,0.6369753434970826,0.7393342709798405,0.6369753434970826,0.7393342709798405,"[[1140    0]
 [   0 1660]]","[[ 961    0]
 [   0 1466]]","[[179   0]
 [  0 194]]","[[138 258]
 [ 48 596]]","[[48 33]
 [ 9 70]]","[[138 258]
 [ 48 596]]","[[48 33]
 [ 9 70]]",fair_ftu,sample_4000_sep_1_flipped_0.0.csv,study_adult,2025-09-21T11:36:05.656655,4000,1.0,0.0,138,258,48,596,48,33,9,70,138,258,48,596,48.0,33.0,9.0,70.0,1140,0,0,1660,961.0,0.0,0.0,1466.0,179,0,0,194,1.0,-0.08389999999999997,-0.039389889142228185,-0.1774,-0.039389889142228185,-0.1083949445711141
